employee_key,employee_id,full_name,email,department,role,salary,years_experience,status,change_reason,valid_from,valid_to,is_current
176,EMP0080,Salma Yousef,salma.yousef@presight.ai,IT,IT Manager,16960.0,3,Active,Cost of living adjustment,2024-02-19,2025-02-27,False
177,EMP0080,Salma Yousef,salma.yousef@presight.ai,IT,IT Manager,19409.0,3,Active,Project completion bonus integration,2025-02-27,2025-03-05,False
178,EMP0080,Salma Yousef,salma.yousef@presight.ai,IT,IT Manager,21636.0,3,Active,Annual performance increase,2025-03-05,9999-12-31,True
179,EMP0081,Hiroshi Kumar,hiroshi.kumar@presight.ai,IT,Network Engineer,13128.0,4,Active,Initial appointment,2023-01-05,2024-07-29,False
180,EMP0081,Hiroshi Kumar,hiroshi.kumar@presight.ai,IT,Network Engineer,15595.0,4,Active,Market correction adjustment,2024-07-29,2024-10-23,False
181,EMP0081,Hiroshi Kumar,hiroshi.kumar@presight.ai,IT,Network Engineer,16657.0,4,Active,Market correction adjustment,2024-10-23,2024-12-09,False
182,EMP0081,Hiroshi Kumar,hiroshi.kumar@presight.ai,IT,Network Engineer,20764.0,4,Active,Project completion bonus integration,2024-12-09,9999-12-31,True
183,EMP0082,Maryam Al Zaabi,maryam.al.zaabi@presight.ai,Marketing,Brand Manager,14822.0,4,Active,Initial appointment,2022-06-04,2024-03-13,False
184,EMP0082,Maryam Al Zaabi,maryam.al.zaabi@presight.ai,Marketing,Brand Manager,22655.0,4,Active,Cost of living adjustment,2024-03-13,9999-12-31,True
185,EMP0083,Mira Saeed,mira.saeed@presight.ai,HR,Lead Data Engineer,20304.0,5,Active,Initial appointment,2022-07-22,2023-06-10,False
186,EMP0083,Mira Saeed,mira.saeed@presight.ai,HR,Lead Data Engineer,29837.0,5,Active,Promoted following review,2023-06-10,9999-12-31,True
187,EMP0084,Karthik Nair,karthik.nair@presight.ai,Procurement,Vendor Manager,15217.0,3,Active,Initial appointment,2024-06-29,2025-03-02,False
188,EMP0084,Karthik Nair,karthik.nair@presight.ai,Procurement,Vendor Manager,16314.0,3,Active,Retention adjustment,2025-03-02,2025-03-02,False
189,EMP0084,Karthik Nair,karthik.nair@presight.ai,Procurement,Vendor Manager,23354.0,3,Active,Retention adjustment,2025-03-02,9999-12-31,True
190,EMP0085,Arun Hussain,arun.hussain@presight.ai,Sales,Sales Analyst,35280.0,5,Active,Hire - Initial Appointment,2021-08-14,9999-12-31,True
191,EMP0086,Aisha Al Bloushi,aisha.al.bloushi@presight.ai,Procurement,Procurement Analyst,11025.0,6,Active,Initial appointment,2020-09-29,2025-03-25,False
192,EMP0086,Aisha Al Bloushi,aisha.al.bloushi@presight.ai,Procurement,Procurement Analyst,18082.0,6,Active,Retention adjustment,2025-03-25,9999-12-31,True
193,EMP0087,Aaliyah Al Shamsi,aaliyah.al.shamsi@presight.ai,Procurement,Procurement Analyst,45673.0,9,Active,Hire - Initial Appointment,2016-04-27,9999-12-31,True
194,EMP0088,Anna Andersen,anna.andersen@presight.ai,Legal,Compliance Analyst,15725.0,2,Active,Hire - Initial Appointment,2024-05-14,9999-12-31,True
195,EMP0089,Abdulla Hamdan,abdulla.hamdan@presight.ai,Engineering,Data Modeler,30374.0,8,Active,Hire - Initial Appointment,2019-02-03,9999-12-31,True
196,EMP0090,Nadia Al Hashimi,nadia.al.hashimi@presight.ai,IT,DevOps Engineer,9776.0,3,Active,Initial appointment,2022-02-19,2022-12-30,False
197,EMP0090,Nadia Al Hashimi,nadia.al.hashimi@presight.ai,IT,DevOps Engineer,10711.0,3,Active,Retention adjustment,2022-12-30,2024-03-17,False
198,EMP0090,Nadia Al Hashimi,nadia.al.hashimi@presight.ai,IT,DevOps Engineer,12504.0,3,Active,Project completion bonus integration,2024-03-17,2024-07-23,False
199,EMP0090,Nadia Al Hashimi,nadia.al.hashimi@presight.ai,IT,DevOps Engineer,14493.0,3,Active,Retention adjustment,2024-07-23,9999-12-31,True
200,EMP0091,Nadia Saeed,nadia.saeed@presight.ai,Procurement,Vendor Manager,35730.0,6,Active,Hire - Initial Appointment,2020-07-28,9999-12-31,True
201,EMP0092,Hassan Al Zaabi,hassan.al.zaabi@presight.ai,Data Science,Data Scientist,67841.0,22,Active,Hire - Initial Appointment,2004-02-06,9999-12-31,True
202,EMP0093,Paolo Andersen,paolo.andersen@presight.ai,Sales,Sales Analyst,17414.0,4,Active,Hire - Initial Appointment,2021-03-06,9999-12-31,True
203,EMP0094,Priya Chen,priya.chen1@presight.ai,Operations,Operations Analyst,16504.0,6,Active,Initial appointment,2019-05-23,2021-03-28,False
204,EMP0094,Priya Chen,priya.chen1@presight.ai,Operations,Operations Analyst,18448.0,6,Active,Annual performance increase,2021-03-28,2023-05-04,False
205,EMP0094,Priya Chen,priya.chen1@presight.ai,Operations,Operations Analyst,20137.0,6,Active,Project completion bonus integration,2023-05-04,2024-12-16,False
206,EMP0094,Priya Chen,priya.chen1@presight.ai,Operations,Operations Analyst,23460.0,6,Active,Market correction adjustment,2024-12-16,9999-12-31,True
207,EMP0095,Anika Hussain,anika.hussain@presight.ai,Engineering,Lead Data Engineer,13949.0,2,Active,Hire - Initial Appointment,2023-03-31,9999-12-31,True
208,EMP0096,Salim Hamdan,salim.hamdan@presight.ai,Digital,Senior Data Engineer,25634.0,6,Active,Initial appointment,2020-09-15,2021-08-15,False
209,EMP0096,Salim Hamdan,salim.hamdan@presight.ai,Digital,Senior Data Engineer,30057.0,6,Active,Cost of living adjustment,2021-08-15,2025-05-04,False
210,EMP0096,Salim Hamdan,salim.hamdan@presight.ai,Digital,Senior Data Engineer,34726.0,6,Active,Annual performance increase,2025-05-04,9999-12-31,True
211,EMP0097,Raj Reddy,raj.reddy@presight.ai,Finance,Financial Analyst,17498.0,5,Active,Hire - Initial Appointment,2021-08-07,9999-12-31,True
212,EMP0098,Hamad Al Bloushi,hamad.al.bloushi@presight.ai,Marketing,Marketing Analyst,14252.0,2,Active,Hire - Initial Appointment,2024-09-28,9999-12-31,True
213,EMP0099,Yusuf Najjar,yusuf.najjar@presight.ai,Sales,Sales Analyst,24884.0,15,Active,Initial appointment,2010-08-03,2015-03-11,False
214,EMP0099,Yusuf Najjar,yusuf.najjar@presight.ai,Sales,Sales Analyst,27218.0,15,Active,Promoted following review,2015-03-11,2019-12-10,False
215,EMP0099,Yusuf Najjar,yusuf.najjar@presight.ai,Sales,Sales Analyst,45046.0,15,Active,Project completion bonus integration,2019-12-10,9999-12-31,True
216,EMP0100,Divya Tanaka,divya.tanaka@presight.ai,HR,Learning & Development,27500.0,12,Active,Hire - Initial Appointment,2013-02-18,9999-12-31,True
217,EMP0101,Mateo Patel,mateo.patel1@presight.ai,Engineering,Data Modeler,19395.0,10,Active,Initial appointment,2017-03-05,2018-06-02,False
218,EMP0101,Mateo Patel,mateo.patel1@presight.ai,Engineering,Data Modeler,22786.0,10,Active,Annual performance increase,2018-06-02,2022-06-07,False
219,EMP0101,Mateo Patel,mateo.patel1@presight.ai,Engineering,Data Modeler,23939.0,10,Active,Retention adjustment,2022-06-07,2022-09-22,False
220,EMP0101,Mateo Patel,mateo.patel1@presight.ai,Engineering,Data Modeler,34202.0,10,Active,Retention adjustment,2022-09-22,9999-12-31,True
221,EMP0102,Arun Iyer,arun.iyer@presight.ai,Finance,Data Analyst,26697.0,8,Active,Hire - Initial Appointment,2017-09-05,9999-12-31,True
222,EMP0103,Anika Desai,anika.desai@presight.ai,Marketing,Brand Manager,14578.0,6,Active,Initial appointment,2021-01-14,2021-09-01,False
223,EMP0103,Anika Desai,anika.desai@presight.ai,Marketing,Brand Manager,15614.0,6,Active,Project completion bonus integration,2021-09-01,2024-04-08,False
224,EMP0103,Anika Desai,anika.desai@presight.ai,Marketing,Brand Manager,17321.0,6,Active,Annual performance increase,2024-04-08,2024-06-03,False
225,EMP0103,Anika Desai,anika.desai@presight.ai,Marketing,Brand Manager,23923.0,6,Active,Promoted following review,2024-06-03,9999-12-31,True
226,EMP0104,Khalid Al Rumaithi,khalid.al.rumaithi@presight.ai,Procurement,Vendor Manager,30751.0,5,Active,Hire - Initial Appointment,2020-03-15,9999-12-31,True
227,EMP0105,Anjali Joshi,anjali.joshi@presight.ai,Procurement,Vendor Manager,12055.0,5,Active,Initial appointment,2021-03-22,2023-02-01,False
228,EMP0105,Anjali Joshi,anjali.joshi@presight.ai,Procurement,Vendor Manager,14426.0,5,Active,Project completion bonus integration,2023-02-01,2023-05-03,False
229,EMP0105,Anjali Joshi,anjali.joshi@presight.ai,Procurement,Vendor Manager,20439.0,5,Active,Market correction adjustment,2023-05-03,9999-12-31,True
230,EMP0106,Camille Okonkwo,camille.okonkwo@presight.ai,IT,Data Engineer,7027.0,0,Active,Initial appointment,2024-08-14,2025-03-12,False
231,EMP0106,Camille Okonkwo,camille.okonkwo@presight.ai,IT,Data Engineer,12407.0,0,Active,Project completion bonus integration,2025-03-12,9999-12-31,True
232,EMP0107,Ibrahim Khoury,ibrahim.khoury1@presight.ai,Data Science,Data Analyst,14259.0,6,Active,Initial appointment,2020-09-27,2025-04-05,False
233,EMP0107,Ibrahim Khoury,ibrahim.khoury1@presight.ai,Data Science,Data Analyst,19320.0,6,Active,Cost of living adjustment,2025-04-05,9999-12-31,True
234,EMP0108,Lucas Okonkwo,lucas.okonkwo@presight.ai,Operations,Operations Analyst,15056.0,3,Active,Initial appointment,2023-05-29,2024-03-20,False
235,EMP0108,Lucas Okonkwo,lucas.okonkwo@presight.ai,Operations,Operations Analyst,16320.0,3,Active,Market correction adjustment,2024-03-20,2024-11-28,False
236,EMP0108,Lucas Okonkwo,lucas.okonkwo@presight.ai,Operations,Operations Analyst,17864.0,3,Active,Market correction adjustment,2024-11-28,2024-12-26,False
237,EMP0108,Lucas Okonkwo,lucas.okonkwo@presight.ai,Operations,Operations Analyst,23286.0,3,Active,Project completion bonus integration,2024-12-26,9999-12-31,True
238,EMP0109,Bilal Ibrahim,bilal.ibrahim@presight.ai,Sustainability,Sustainability Analyst,18233.0,11,Active,Initial appointment,2016-01-24,2017-02-21,False
239,EMP0109,Bilal Ibrahim,bilal.ibrahim@presight.ai,Sustainability,Sustainability Analyst,26180.0,11,Active,Project completion bonus integration,2017-02-21,9999-12-31,True
240,EMP0110,Priya Tanaka,priya.tanaka@presight.ai,Marketing,Brand Manager,19371.0,2,Active,Hire - Initial Appointment,2024-01-11,9999-12-31,True
241,EMP0111,Salma Al Khaja,salma.al.khaja@presight.ai,Legal,Compliance Analyst,32138.0,11,Active,Hire - Initial Appointment,2016-02-12,9999-12-31,True
242,EMP0112,Adam Al Khaja,adam.al.khaja@presight.ai,Sustainability,Data Analyst,20561.0,10,Active,Initial appointment,2017-03-18,2022-11-12,False
243,EMP0112,Adam Al Khaja,adam.al.khaja@presight.ai,Sustainability,Data Analyst,30724.0,10,Active,Retention adjustment,2022-11-12,9999-12-31,True
244,EMP0113,Sami Najjar,sami.najjar@presight.ai,Data Science,BI Developer,9632.0,3,Active,Initial appointment,2024-08-17,2025-02-18,False
245,EMP0113,Sami Najjar,sami.najjar@presight.ai,Data Science,BI Developer,10571.0,3,Active,Market correction adjustment,2025-02-18,2025-02-27,False
246,EMP0113,Sami Najjar,sami.najjar@presight.ai,Data Science,BI Developer,16047.0,3,Active,Market correction adjustment,2025-02-27,9999-12-31,True
247,EMP0114,Ravi Mehta,ravi.mehta@presight.ai,Sales,Account Manager,10782.0,5,Active,Initial appointment,2021-06-05,2021-12-28,False
248,EMP0114,Ravi Mehta,ravi.mehta@presight.ai,Sales,Account Manager,12872.0,5,Active,Project completion bonus integration,2021-12-28,2024-10-12,False
249,EMP0114,Ravi Mehta,ravi.mehta@presight.ai,Sales,Account Manager,15342.0,5,Active,Annual performance increase,2024-10-12,2025-05-06,False
250,EMP0114,Ravi Mehta,ravi.mehta@presight.ai,Sales,Account Manager,17559.0,5,Active,Retention adjustment,2025-05-06,9999-12-31,True
251,EMP0115,Noura Mahmoud,noura.mahmoud@presight.ai,Engineering,Lead Data Engineer,8986.0,0,Active,Initial appointment,2024-09-16,2025-04-02,False
252,EMP0115,Noura Mahmoud,noura.mahmoud@presight.ai,Engineering,Lead Data Engineer,10396.0,0,Active,Retention adjustment,2025-04-02,2025-04-13,False
253,EMP0115,Noura Mahmoud,noura.mahmoud@presight.ai,Engineering,Lead Data Engineer,12323.0,0,Active,Cost of living adjustment,2025-04-13,2025-05-18,False
254,EMP0115,Noura Mahmoud,noura.mahmoud@presight.ai,Engineering,Lead Data Engineer,13450.0,0,Active,Cost of living adjustment,2025-05-18,2025-06-10,False
255,EMP0115,Noura Mahmoud,noura.mahmoud@presight.ai,Engineering,Lead Data Engineer,12628.0,0,Active,Project completion bonus integration,2025-06-10,9999-12-31,True
256,EMP0116,Karthik Zhang,karthik.zhang1@presight.ai,Marketing,Brand Manager,23868.0,12,Active,Initial appointment,2015-03-21,2019-06-01,False
257,EMP0116,Karthik Zhang,karthik.zhang1@presight.ai,Marketing,Brand Manager,34912.0,12,Active,Retention adjustment,2019-06-01,9999-12-31,True
258,EMP0117,Kavya Joshi,kavya.joshi@presight.ai,Sustainability,Data Analyst,17733.0,12,Active,Initial appointment,2014-09-28,2022-11-07,False
259,EMP0117,Kavya Joshi,kavya.joshi@presight.ai,Sustainability,Data Analyst,29059.0,12,Active,Market correction adjustment,2022-11-07,9999-12-31,True
260,EMP0118,Marcus Rivera,marcus.rivera@presight.ai,HR,HR Analyst,23462.0,10,Active,Initial appointment,2015-06-20,2016-11-14,False
261,EMP0118,Marcus Rivera,marcus.rivera@presight.ai,HR,HR Analyst,26508.0,10,Active,Annual performance increase,2016-11-14,2020-06-09,False
262,EMP0118,Marcus Rivera,marcus.rivera@presight.ai,HR,HR Analyst,35336.0,10,Active,Retention adjustment,2020-06-09,9999-12-31,True
263,EMP0119,Sami Al Bloushi,sami.al.bloushi@presight.ai,Data Science,Senior Data Analyst,17668.0,9,Active,Initial appointment,2018-07-21,2021-01-14,False
264,EMP0119,Sami Al Bloushi,sami.al.bloushi@presight.ai,Data Science,Senior Data Analyst,19396.0,9,Active,Cost of living adjustment,2021-01-14,2021-09-27,False
265,EMP0119,Sami Al Bloushi,sami.al.bloushi@presight.ai,Data Science,Senior Data Analyst,30731.0,9,Active,Project completion bonus integration,2021-09-27,9999-12-31,True
266,EMP0120,Mira Najjar,mira.najjar@presight.ai,HR,Lead Data Engineer,33624.0,6,Active,Hire - Initial Appointment,2021-08-05,9999-12-31,True
267,EMP0121,Ibrahim Al Bloushi,ibrahim.al.bloushi@presight.ai,Digital,Product Manager,7694.0,0,Active,Initial appointment,2024-02-21,2024-09-14,False
268,EMP0121,Ibrahim Al Bloushi,ibrahim.al.bloushi@presight.ai,Digital,Product Manager,8421.0,0,Active,Retention adjustment,2024-09-14,2024-10-27,False
269,EMP0121,Ibrahim Al Bloushi,ibrahim.al.bloushi@presight.ai,Digital,Product Manager,9755.0,0,Active,Retention adjustment,2024-10-27,2025-02-14,False
270,EMP0121,Ibrahim Al Bloushi,ibrahim.al.bloushi@presight.ai,Digital,Product Manager,11640.0,0,Active,Promoted following review,2025-02-14,2025-06-25,False
271,EMP0121,Ibrahim Al Bloushi,ibrahim.al.bloushi@presight.ai,Digital,Product Manager,13269.0,0,Active,Cost of living adjustment,2025-06-25,9999-12-31,True
272,EMP0122,Karthik Hussain,karthik.hussain@presight.ai,HR,Lead Data Engineer,40147.0,17,Active,Hire - Initial Appointment,2009-03-23,9999-12-31,True
273,EMP0123,Rohan Zhang,rohan.zhang@presight.ai,Engineering,Senior Data Engineer,20638.0,6,Active,Hire - Initial Appointment,2020-08-18,9999-12-31,True
274,EMP0124,Hiroshi Chen,hiroshi.chen@presight.ai,HR,Lead Data Engineer,32218.0,12,Active,Hire - Initial Appointment,2014-07-17,9999-12-31,True
275,EMP0125,Ravi Krishnan,ravi.krishnan1@presight.ai,Finance,Finance Director,15040.0,0,Active,Hire - Initial Appointment,2024-09-21,9999-12-31,True
276,EMP0126,Sami Yousef,sami.yousef@presight.ai,Data Science,Senior Data Analyst,45391.0,13,Active,Hire - Initial Appointment,2012-08-03,9999-12-31,True
277,EMP0127,Hamad Al Zaabi,hamad.al.zaabi@presight.ai,Operations,Operations Analyst,14746.0,1,Active,Hire - Initial Appointment,2024-01-20,9999-12-31,True
278,EMP0128,Kavya Nambiar,kavya.nambiar@presight.ai,Digital,UX Designer,15162.0,9,Active,Initial appointment,2016-03-19,2022-10-09,False
279,EMP0128,Kavya Nambiar,kavya.nambiar@presight.ai,Digital,UX Designer,17690.0,9,Active,Cost of living adjustment,2022-10-09,2023-08-22,False
280,EMP0128,Kavya Nambiar,kavya.nambiar@presight.ai,Digital,UX Designer,25311.0,9,Active,Market correction adjustment,2023-08-22,9999-12-31,True
281,EMP0129,Aisha Al Mazrouei,aisha.al.mazrouei@presight.ai,Finance,Budget Analyst,8843.0,3,Inactive,Initial appointment,2022-02-26,2023-04-26,False
282,EMP0129,Aisha Al Mazrouei,aisha.al.mazrouei@presight.ai,Finance,Budget Analyst,9441.0,3,Inactive,Annual performance increase,2023-04-26,2023-08-08,False
283,EMP0129,Aisha Al Mazrouei,aisha.al.mazrouei@presight.ai,Finance,Budget Analyst,15439.0,3,Inactive,Promoted following review,2023-08-08,9999-12-31,True
284,EMP0130,Hassan Rahman,hassan.rahman1@presight.ai,IT,DevOps Engineer,13573.0,4,Active,Initial appointment,2021-08-02,2024-06-23,False
285,EMP0130,Hassan Rahman,hassan.rahman1@presight.ai,IT,DevOps Engineer,22036.0,4,Active,Market correction adjustment,2024-06-23,9999-12-31,True
286,EMP0131,Camille Schmidt,camille.schmidt@presight.ai,Sustainability,Data Analyst,20198.0,5,Inactive,Hire - Initial Appointment,2020-07-18,9999-12-31,True
287,EMP0132,Aakash Bhatt,aakash.bhatt@presight.ai,Procurement,Procurement Analyst,34533.0,10,Active,Hire - Initial Appointment,2015-01-25,9999-12-31,True
288,EMP0133,Noura Rahman,noura.rahman@presight.ai,Digital,Product Manager,26033.0,12,Active,Hire - Initial Appointment,2013-06-02,9999-12-31,True
289,EMP0134,Reem Khoury,reem.khoury@presight.ai,Legal,Legal Analyst,39082.0,12,Active,Initial appointment,2015-04-10,2015-12-02,False
290,EMP0134,Reem Khoury,reem.khoury@presight.ai,Legal,Legal Analyst,44623.0,12,Active,Retention adjustment,2015-12-02,2019-06-27,False
291,EMP0134,Reem Khoury,reem.khoury@presight.ai,Legal,Legal Analyst,50829.0,12,Active,Cost of living adjustment,2019-06-27,2022-12-19,False
292,EMP0134,Reem Khoury,reem.khoury@presight.ai,Legal,Legal Analyst,58300.0,12,Active,Cost of living adjustment,2022-12-19,9999-12-31,True
293,EMP0135,Divya Desai,divya.desai@presight.ai,Data Science,ML Engineer,18194.0,12,Active,Initial appointment,2014-06-25,2015-09-26,False
294,EMP0135,Divya Desai,divya.desai@presight.ai,Data Science,ML Engineer,19287.0,12,Active,Promoted following review,2015-09-26,2016-12-15,False
295,EMP0135,Divya Desai,divya.desai@presight.ai,Data Science,ML Engineer,20791.0,12,Active,Retention adjustment,2016-12-15,2023-04-29,False
296,EMP0135,Divya Desai,divya.desai@presight.ai,Data Science,ML Engineer,22404.0,12,Active,Annual performance increase,2023-04-29,2025-01-14,False
297,EMP0135,Divya Desai,divya.desai@presight.ai,Data Science,ML Engineer,31553.0,12,Active,Cost of living adjustment,2025-01-14,9999-12-31,True
298,EMP0136,Lara Williams,lara.williams@presight.ai,Data Science,Data Analyst,20945.0,7,Active,Initial appointment,2020-05-31,2024-03-27,False
299,EMP0136,Lara Williams,lara.williams@presight.ai,Data Science,Data Analyst,32055.0,7,Active,Retention adjustment,2024-03-27,9999-12-31,True
300,EMP0137,Maryam Saleh,maryam.saleh@presight.ai,Procurement,Vendor Manager,13099.0,5,Active,Initial appointment,2020-06-30,2023-01-10,False
301,EMP0137,Maryam Saleh,maryam.saleh@presight.ai,Procurement,Vendor Manager,15712.0,5,Active,Promoted following review,2023-01-10,2023-02-06,False
302,EMP0137,Maryam Saleh,maryam.saleh@presight.ai,Procurement,Vendor Manager,18212.0,5,Active,Cost of living adjustment,2023-02-06,2024-12-03,False
303,EMP0137,Maryam Saleh,maryam.saleh@presight.ai,Procurement,Vendor Manager,19879.0,5,Active,Project completion bonus integration,2024-12-03,9999-12-31,True
304,EMP0138,Lucas Andersen,lucas.andersen@presight.ai,Sales,Account Manager,18764.0,7,Active,Initial appointment,2018-03-16,2019-08-16,False
305,EMP0138,Lucas Andersen,lucas.andersen@presight.ai,Sales,Account Manager,20718.0,7,Active,Project completion bonus integration,2019-08-16,2021-05-02,False
